City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
261,Gazojak,TM,2022-08-08 16:21:36,41.1875,61.4036,88.09,16,33,9.64,scattered clouds
262,Alamosa,US,2022-08-08 16:21:37,37.4695,-105.87,67.98,60,0,4.61,clear sky
263,Chippewa Falls,US,2022-08-08 16:17:27,44.9369,-91.3929,66.97,77,75,10.36,broken clouds
264,Marfino,RU,2022-08-08 16:21:37,55.7028,37.3822,69.94,67,0,6.71,clear sky
265,Asgabat,TM,2022-08-08 16:21:38,37.95,58.3833,89.46,25,20,6.91,few clouds
266,Garowe,SO,2022-08-08 16:21:38,8.4054,48.4845,85.87,35,84,22.86,broken clouds
267,Hovd,MN,2022-08-08 16:21:38,48.0056,91.6419,73.35,34,88,9.51,overcast clouds
268,Civitavecchia,IT,2022-08-08 16:21:39,42.0933,11.7967,87.62,56,1,10.09,clear sky
269,Valle De Banderas,MX,2022-08-08 16:21:39,20.8,-105.2333,85.6,78,100,2.3,overcast clouds
270,Horta,PT,2022-08-08 16:21:39,38.5333,-28.6333,74.84,83,40,11.5,scattered clouds
271,Formosa,AR,2022-08-08 16:21:10,-26.1775,-58.1781,64.38,77,75,11.5,broken clouds
272,Baryatino,RU,2022-08-08 16:21:40,54.3121,34.521,67.14,86,93,5.26,overcast clouds
273,Balkhash,KZ,2022-08-08 16:22:40,46.844,74.9804,73.35,56,85,7.11,overcast clouds
274,Pangai,TO,2022-08-08 16:22:40,-19.8,-174.35,77.56,78,2,16.87,clear sky
275,Mocuba,MZ,2022-08-08 16:22:41,-16.8392,36.9856,70.45,49,0,5.03,clear sky
276,Pangnirtung,CA,2022-08-08 16:22:41,66.1451,-65.7125,46.4,76,40,6.91,scattered clouds
277,Ixtapa,MX,2022-08-08 16:22:41,20.7,-105.2,85.23,78,100,2.3,overcast clouds
278,Mehamn,NO,2022-08-08 16:22:42,71.0357,27.8492,51.75,82,75,17.27,broken clouds
279,Souillac,MU,2022-08-08 16:22:42,-20.5167,57.5167,70.18,78,40,5.75,scattered clouds
280,Thaton,MM,2022-08-08 16:22:42,16.9206,97.3714,74.08,98,100,2.66,overcast clouds
281,Praia Da Vitoria,PT,2022-08-08 16:22:43,38.7333,-27.0667,79.05,73,40,11.7,scattered clouds
282,Florian,CO,2022-08-08 16:22:43,5.8049,-73.9703,75.78,55,8,4.7,clear sky
283,Zhangye,CN,2022-08-08 16:22:43,38.9342,100.4517,73.29,51,18,5.3,few clouds
284,Tual,ID,2022-08-08 16:22:44,-5.6667,132.75,79.61,83,53,20.4,broken clouds
285,Chinampa,MX,2022-08-08 16:22:44,19.8061,-97.4886,61.03,80,50,6.26,scattered clouds
286,Wajir,KE,2022-08-08 16:22:45,1.7471,40.0573,85.96,35,0,9.22,clear sky
287,Fort Madison,US,2022-08-08 16:22:36,40.6298,-91.3151,75.69,100,100,10.36,overcast clouds
288,Atbasar,KZ,2022-08-08 16:22:45,51.8,68.3333,62.35,63,56,8.97,broken clouds
289,Valparai,IN,2022-08-08 16:22:45,10.3667,76.9667,62.24,95,100,5.75,overcast clouds
290,Lusambo,CD,2022-08-08 16:22:46,-4.9667,23.45,92.39,19,1,1.28,clear sky
291,Maragogi,BR,2022-08-08 16:22:46,-9.0122,-35.2225,78.91,61,56,9.26,broken clouds
292,Zhanakorgan,KZ,2022-08-08 16:22:46,43.9098,67.2495,81.75,20,0,9.48,clear sky
293,Quixada,BR,2022-08-08 16:22:47,-4.9714,-39.0153,90.41,32,6,9.17,clear sky
294,Talcahuano,CL,2022-08-08 16:22:47,-36.7167,-73.1167,51.48,76,40,8.05,scattered clouds
295,Porto Velho,BR,2022-08-08 16:22:12,-8.7619,-63.9039,97.48,35,14,2.68,light rain
296,Tadine,NC,2022-08-08 16:22:48,-21.55,167.8833,70.72,84,92,14.74,overcast clouds
297,Karratha,AU,2022-08-08 16:22:48,-20.7377,116.8463,70.07,59,26,10.31,light rain
298,Plettenberg Bay,ZA,2022-08-08 16:22:48,-34.0527,23.3716,60.69,89,8,10.27,clear sky
299,Cabedelo,BR,2022-08-08 16:22:49,-6.9811,-34.8339,83.07,69,27,17.45,scattered clouds
300,Grand Gaube,MU,2022-08-08 16:22:49,-20.0064,57.6608,70.2,75,13,1.99,few clouds
301,Christchurch,NZ,2022-08-08 16:22:27,-43.5333,172.6333,38.91,88,100,6.91,overcast clouds
302,Chalus,IR,2022-08-08 16:22:49,36.655,51.4204,80.06,74,100,4.61,overcast clouds
303,Namatanai,PG,2022-08-08 16:22:50,-3.6667,152.4333,78.08,82,79,5.35,broken clouds
304,Acapulco,MX,2022-08-08 16:22:50,16.8634,-99.8901,85.82,62,40,3.44,scattered clouds
305,Mabay,PH,2022-08-08 16:22:50,6.0577,124.4666,74.84,95,100,2.66,light rain
306,Podor,MR,2022-08-08 16:22:51,16.6527,-14.9587,102.15,39,40,0.0,scattered clouds
307,Diffa,NE,2022-08-08 16:22:51,13.3154,12.6113,87.19,46,98,5.95,overcast clouds
308,Aranos,NA,2022-08-08 16:22:51,-24.1333,19.1167,69.64,13,11,9.48,few clouds
309,Zhigansk,RU,2022-08-08 16:22:52,66.7697,123.3711,50.92,88,96,1.16,overcast clouds
310,Ponta Delgada,PT,2022-08-08 16:22:16,37.7333,-25.6667,75.92,78,20,5.75,few clouds
311,Bowen,AU,2022-08-08 16:22:52,-20.0167,148.2333,59.2,74,0,8.77,clear sky
312,Pitimbu,BR,2022-08-08 16:22:52,-7.4706,-34.8086,82.99,66,33,15.59,scattered clouds
313,Kotelnikovo,RU,2022-08-08 16:22:53,47.6317,43.1461,88.2,18,64,6.53,broken clouds
314,Olafsvik,IS,2022-08-08 16:22:53,64.8945,-23.7142,51.28,92,91,20.94,overcast clouds
315,Tartagal,AR,2022-08-08 16:22:53,-22.5164,-63.8013,61.84,57,100,5.97,overcast clouds
316,Flin Flon,CA,2022-08-08 16:22:54,54.7682,-101.865,75.04,57,75,13.8,broken clouds
317,Tessalit,ML,2022-08-08 16:22:54,20.1986,1.0114,109.36,9,7,6.26,clear sky
318,Brae,GB,2022-08-08 16:23:55,60.3964,-1.353,56.01,98,100,14.0,light rain
319,Leningradskiy,RU,2022-08-08 16:23:55,69.3833,178.4167,28.94,93,87,4.34,overcast clouds
320,Hofn,IS,2022-08-08 16:23:56,64.2539,-15.2082,53.62,82,75,12.66,broken clouds
321,Kondagaon,IN,2022-08-08 16:23:56,19.6,81.6667,72.99,97,100,8.01,light rain
322,Jackson,US,2022-08-08 16:19:59,42.4165,-122.8345,76.15,56,40,3.44,scattered clouds
323,Iqaluit,CA,2022-08-08 16:23:56,63.7506,-68.5145,49.73,76,20,6.91,few clouds
324,Manado,ID,2022-08-08 16:23:57,1.487,124.8455,75.97,94,40,1.14,scattered clouds
325,Road Town,VG,2022-08-08 16:23:57,18.4167,-64.6167,91.49,70,40,14.97,scattered clouds
326,Deputatskiy,RU,2022-08-08 16:23:57,69.3,139.9,53.98,87,99,4.41,light rain
327,Maltahohe,NA,2022-08-08 16:23:58,-24.8333,16.9833,71.69,11,12,5.66,few clouds
328,Katsuura,JP,2022-08-08 16:23:58,35.1333,140.3,81.09,89,99,19.82,overcast clouds
329,Umm Lajj,SA,2022-08-08 16:23:58,25.0213,37.2685,89.91,62,22,10.87,few clouds
330,Mangalia,RO,2022-08-08 16:23:59,43.8,28.5833,84.52,57,0,10.54,clear sky
331,Plastun,RU,2022-08-08 16:24:03,44.7561,136.2939,63.86,80,0,5.99,clear sky
332,Tambopata,PE,2022-08-08 16:24:04,-12.7333,-69.1833,84.09,70,75,4.61,broken clouds
333,Saldanha,ZA,2022-08-08 16:21:15,-33.0117,17.9442,57.25,78,58,7.56,broken clouds
334,Motygino,RU,2022-08-08 16:24:04,58.1831,94.7592,60.4,76,68,2.86,broken clouds
335,Ewa Beach,US,2022-08-08 16:24:04,21.3156,-158.0072,77.09,72,0,10.0,clear sky
336,Nantucket,US,2022-08-08 16:23:11,41.2835,-70.0995,87.91,78,0,21.85,clear sky
337,Kincardine,GB,2022-08-08 16:24:05,56.0667,-3.7167,72.91,64,99,11.99,overcast clouds
338,Shibukawa,JP,2022-08-08 16:24:05,36.4833,139.0,80.44,88,100,3.0,overcast clouds
339,Buraydah,SA,2022-08-08 16:22:51,26.326,43.975,109.85,11,2,12.5,clear sky
340,Bartica,GY,2022-08-08 16:24:06,6.4,-58.6167,89.92,52,69,2.33,broken clouds
341,Cap Malheureux,MU,2022-08-08 16:24:06,-19.9842,57.6142,67.46,75,16,1.99,few clouds
342,Kuressaare,EE,2022-08-08 16:24:07,58.2481,22.5039,66.02,74,40,4.0,scattered clouds
343,Khor,RU,2022-08-08 16:24:07,47.8861,134.9464,61.7,82,13,9.46,few clouds
344,Ligayan,PH,2022-08-08 16:24:07,4.6533,119.4706,83.23,76,100,10.27,overcast clouds
345,Torbay,CA,2022-08-08 16:24:08,47.6666,-52.7314,72.39,80,75,14.97,broken clouds
346,Baruun-Urt,MN,2022-08-08 16:24:08,46.6806,113.2792,59.54,54,20,6.49,few clouds
347,Kologriv,RU,2022-08-08 16:24:09,58.8275,44.3178,62.85,86,42,6.22,scattered clouds
348,Oktyabrskiy,RU,2022-08-08 16:24:09,54.4815,53.471,71.96,69,99,1.72,overcast clouds
349,Turbat,PK,2022-08-08 16:24:09,26.0023,63.044,92.3,47,52,8.55,broken clouds
350,Nemuro,JP,2022-08-08 16:24:10,43.3236,145.575,66.79,99,89,20.13,overcast clouds
351,Lufilufi,WS,2022-08-08 16:24:10,-13.8745,-171.5986,76.78,77,27,18.95,light rain
352,Hamilton,US,2022-08-08 16:21:36,39.1834,-84.5333,88.74,74,75,13.8,broken clouds
353,Vanavara,RU,2022-08-08 16:24:10,60.34,102.2797,52.95,82,70,3.11,broken clouds
354,Meadow Lake,US,2022-08-08 16:24:11,34.8014,-106.5436,79.14,54,46,1.59,scattered clouds
355,Pauini,BR,2022-08-08 16:24:11,-7.7136,-66.9764,94.96,40,16,2.55,few clouds
356,Hambantota,LK,2022-08-08 16:24:11,6.1241,81.1185,78.73,82,87,15.46,overcast clouds
357,Volcan,PA,2022-08-08 16:24:12,8.7667,-82.6333,68.11,62,48,2.66,scattered clouds
358,Paragominas,BR,2022-08-08 16:24:12,-2.9667,-47.4833,93.54,32,15,5.97,few clouds
359,Qaqortoq,GL,2022-08-08 16:24:13,60.7167,-46.0333,46.65,73,100,6.13,overcast clouds
360,Quelimane,MZ,2022-08-08 16:24:13,-17.8786,36.8883,69.75,83,40,5.75,scattered clouds
361,Camopi,GF,2022-08-08 16:24:13,3.1655,-52.3158,91.67,41,74,4.68,broken clouds
362,Siderno,IT,2022-08-08 16:24:14,38.2779,16.302,83.91,57,74,2.84,broken clouds
363,Jibuti,DJ,2022-08-08 16:24:14,11.5,42.5,85.8,43,8,12.28,clear sky
364,Liku,ID,2022-08-08 16:24:14,-0.7275,119.8922,74.64,94,91,2.26,light rain
365,Knysna,ZA,2022-08-08 16:24:15,-34.0363,23.0471,61.52,85,8,8.1,clear sky
366,Caudry,FR,2022-08-08 16:25:15,50.1249,3.4119,77.72,27,21,12.68,few clouds
367,Almansa,ES,2022-08-08 16:22:39,38.8692,-1.0971,91.44,19,0,15.1,clear sky
368,Fort Nelson,CA,2022-08-08 16:25:16,58.8053,-122.7002,62.19,48,20,12.66,few clouds
369,Kununurra,AU,2022-08-08 16:25:16,-15.7667,128.7333,69.78,83,1,0.0,clear sky
370,Havre-Saint-Pierre,CA,2022-08-08 16:25:16,50.2334,-63.5986,70.16,43,0,3.44,clear sky
371,Payo,ID,2022-08-08 16:25:17,-3.7508,103.6372,76.51,83,79,3.18,broken clouds
372,Toppenish,US,2022-08-08 16:25:17,46.3774,-120.3087,82.35,18,0,2.13,clear sky
373,Kangar,MY,2022-08-08 16:25:17,6.4414,100.1986,80.56,89,100,3.22,overcast clouds
374,Albertville,US,2022-08-08 16:22:39,34.2676,-86.2089,84.06,64,58,2.75,broken clouds
375,Hudson Bay,CA,2022-08-08 16:25:18,52.85,-102.3842,76.68,52,2,9.98,clear sky
376,Petauke,ZM,2022-08-08 16:25:18,-14.2426,31.3253,72.95,22,10,5.26,clear sky
377,Bonavista,CA,2022-08-08 16:25:19,48.6499,-53.1147,63.07,71,98,17.09,overcast clouds
378,Ternate,ID,2022-08-08 16:25:19,0.8,127.4,78.94,84,70,10.8,broken clouds
379,Yulara,AU,2022-08-08 16:25:19,-25.2406,130.9889,54.16,31,28,11.32,scattered clouds
380,Rodrigues Alves,BR,2022-08-08 16:25:20,-7.738,-72.6509,86.2,78,8,2.04,clear sky
381,Port Blair,IN,2022-08-08 16:22:28,11.6667,92.75,82.04,83,100,19.39,overcast clouds
382,Gao,ML,2022-08-08 16:25:20,16.6362,1.637,95.97,35,100,20.71,overcast clouds
383,Khuzhir,RU,2022-08-08 16:25:21,53.1939,107.3397,56.55,72,0,6.44,clear sky
384,Beyneu,KZ,2022-08-08 16:25:21,45.3167,55.2,89.02,18,95,5.93,overcast clouds
385,Savinka,RU,2022-08-08 16:25:21,50.0785,47.0994,84.29,26,37,15.14,scattered clouds
386,Kristiansund,NO,2022-08-08 16:25:22,63.1115,7.732,64.45,77,75,3.44,broken clouds
387,Savonlinna,FI,2022-08-08 16:25:22,61.8699,28.88,66.25,48,0,1.14,clear sky
388,Whitehorse,CA,2022-08-08 16:25:22,60.7161,-135.0538,51.1,72,75,12.66,broken clouds
389,Manaure,CO,2022-08-08 16:25:23,11.7751,-72.4445,90.5,52,0,19.93,clear sky
390,Luanda,AO,2022-08-08 16:25:23,-8.8368,13.2343,71.6,73,75,5.75,broken clouds
391,Bat Khela,PK,2022-08-08 16:25:23,34.6167,71.9714,83.77,69,10,2.73,clear sky
392,Saravan,AM,2022-08-08 16:25:24,39.7196,45.6483,67.95,63,50,6.49,scattered clouds
393,Ossora,RU,2022-08-08 16:25:24,59.2353,163.0719,54.54,81,9,3.13,clear sky
394,Camana,PE,2022-08-08 16:25:24,-16.6228,-72.7111,63.9,71,42,11.52,scattered clouds
395,Jitra,MY,2022-08-08 16:25:25,6.2681,100.4217,80.49,94,20,0.0,few clouds
396,Thinadhoo,MV,2022-08-08 16:25:25,0.5333,72.9333,82.26,70,100,5.5,overcast clouds
397,Delano,US,2022-08-08 16:25:26,35.7688,-119.247,78.33,38,0,6.91,clear sky
398,Lompoc,US,2022-08-08 16:25:26,34.6391,-120.4579,72.84,82,100,11.01,mist
399,Gimli,CA,2022-08-08 16:23:45,50.6336,-96.9907,72.0,61,56,15.19,broken clouds
400,Nuuk,GL,2022-08-08 16:25:26,64.1835,-51.7216,43.41,87,100,13.8,overcast clouds
401,Muskogee,US,2022-08-08 16:25:27,35.5834,-95.3336,95.07,56,20,13.8,few clouds
402,Keti Bandar,PK,2022-08-08 16:25:27,24.1447,67.4497,83.34,87,100,10.58,light rain
403,Bridlington,GB,2022-08-08 16:23:29,54.0831,-0.1919,73.33,74,64,12.24,broken clouds
404,Vao,NC,2022-08-08 16:25:27,-22.6667,167.4833,70.18,73,53,18.57,broken clouds
405,Maicao,CO,2022-08-08 16:25:28,11.3832,-72.2432,90.34,53,16,15.86,few clouds
406,Valparaiso,CL,2022-08-08 16:25:28,-33.0393,-71.6273,62.83,59,0,17.27,clear sky
407,Moerai,PF,2022-08-08 16:25:28,-22.4333,-151.3333,70.65,72,100,28.61,light rain
408,Kyabe,TD,2022-08-08 16:25:29,9.4515,18.9449,81.43,78,75,2.57,broken clouds
409,Manama,BH,2022-08-08 16:25:29,26.2154,50.5832,102.38,57,20,4.61,few clouds
410,Havelock,US,2022-08-08 16:25:29,34.8791,-76.9013,90.05,69,40,10.36,scattered clouds
411,Lensk,RU,2022-08-08 16:25:30,60.7253,114.9278,48.81,97,83,3.62,broken clouds
412,Yueyang,CN,2022-08-08 16:25:30,29.3333,113.0919,87.04,59,79,10.47,broken clouds
413,Kviteseid,NO,2022-08-08 16:25:30,59.4022,8.4927,72.1,50,84,4.45,broken clouds
414,Barcelos,PT,2022-08-08 16:26:31,41.5388,-8.6151,64.54,58,4,8.1,clear sky
415,Bilma,NE,2022-08-08 16:26:31,18.6853,12.9164,103.98,20,12,6.08,few clouds
416,Nizwa,OM,2022-08-08 16:26:31,22.9333,57.5333,100.02,23,76,7.29,broken clouds
417,Sioux Lookout,CA,2022-08-08 16:26:32,50.1001,-91.917,68.07,52,40,9.22,scattered clouds
418,Lotofaga,WS,2022-08-08 16:26:32,-13.9764,-171.8578,76.78,76,29,20.38,light rain
419,Ostrovnoy,RU,2022-08-08 16:26:32,68.0531,39.5131,53.94,74,97,14.54,overcast clouds
420,Parkes,AU,2022-08-08 16:26:33,-33.1333,148.1833,39.34,84,1,4.32,clear sky
421,Port Arthur,CN,2022-08-08 16:25:36,38.8,121.2667,77.22,63,84,8.48,broken clouds
422,Leh,IN,2022-08-08 16:26:33,34.1667,77.5833,69.98,41,70,6.49,broken clouds
423,Zyryanka,RU,2022-08-08 16:26:33,65.75,150.85,64.2,72,0,7.92,clear sky
424,Fort Morgan,US,2022-08-08 16:26:34,40.2503,-103.8,74.62,53,2,8.59,clear sky
425,Russkiy Aktash,RU,2022-08-08 16:26:34,55.0384,52.1214,72.84,73,89,5.73,overcast clouds
426,Zhireken,RU,2022-08-08 16:26:34,52.8249,117.3076,46.06,81,6,4.03,clear sky
427,Batemans Bay,AU,2022-08-08 16:26:35,-35.7167,150.1833,43.74,91,20,5.48,few clouds
428,Petropavlovsk-Kamchatskiy,RU,2022-08-08 16:26:35,53.0452,158.6483,54.19,100,100,4.47,overcast clouds
429,Guatire,VE,2022-08-08 16:26:36,10.4762,-66.5427,89.69,48,9,5.59,clear sky
430,Otjimbingwe,NA,2022-08-08 16:26:36,-22.35,16.1333,82.96,11,41,8.32,scattered clouds
431,Chunhuhub,MX,2022-08-08 16:26:36,19.55,-88.6833,88.29,56,47,4.65,scattered clouds
432,Camacha,PT,2022-08-08 16:26:37,33.0833,-16.3333,71.02,68,75,13.8,broken clouds
433,Filadelfia,US,2022-08-08 16:25:33,39.9523,-75.1638,93.76,61,40,13.8,scattered clouds
434,Dormidontovka,RU,2022-08-08 16:26:37,47.7702,134.9076,62.73,74,12,11.52,few clouds
435,Koslan,RU,2022-08-08 16:26:37,63.4564,48.8989,65.07,52,73,4.72,broken clouds
436,Veselynove,UA,2022-08-08 16:26:38,47.3567,31.2349,94.14,15,2,9.73,clear sky
437,Mount Pleasant,US,2022-08-08 16:26:38,32.7941,-79.8626,89.01,79,20,6.91,few clouds
438,Sonoita,MX,2022-08-08 16:26:39,31.85,-112.8333,86.81,52,49,2.77,light rain
439,Asha,RU,2022-08-08 16:26:39,54.9973,57.2722,68.99,80,99,3.69,overcast clouds
440,Rio Das Ostras,BR,2022-08-08 16:25:28,-22.5269,-41.945,78.71,60,100,10.11,overcast clouds
441,Dumas,US,2022-08-08 16:24:16,35.8656,-101.9732,75.34,73,40,12.66,scattered clouds
442,Chara,RU,2022-08-08 16:26:39,56.9064,118.2631,51.58,72,100,5.7,overcast clouds
443,Grass Valley,US,2022-08-08 16:26:40,39.2191,-121.0611,81.95,38,0,1.99,clear sky
444,Yar-Sale,RU,2022-08-08 16:26:40,66.8333,70.8333,73.58,52,25,8.43,scattered clouds
445,Taguatinga,BR,2022-08-08 16:26:40,-12.3857,-46.5711,98.1,16,8,4.97,clear sky
446,Pemangkat,ID,2022-08-08 16:26:41,1.1667,108.9667,80.1,80,8,8.95,clear sky
447,Byron Bay,AU,2022-08-08 16:26:31,-28.65,153.6167,51.71,86,39,11.99,scattered clouds
448,Moyale,KE,2022-08-08 16:26:41,3.5167,39.0584,71.62,48,57,9.37,broken clouds
449,Lazurne,UA,2022-08-08 16:26:42,46.084,32.5295,86.36,38,0,2.77,clear sky
450,Imola,IT,2022-08-08 16:26:42,44.3523,11.7158,89.73,39,62,8.79,broken clouds
451,Ust-Omchug,RU,2022-08-08 16:26:42,61.15,149.6333,53.35,77,100,4.74,overcast clouds
452,Porto Walter,BR,2022-08-08 16:26:42,-8.2686,-72.7439,82.63,76,11,1.19,few clouds
453,Arica,CL,2022-08-08 16:26:43,-18.475,-70.3042,60.35,72,100,8.05,overcast clouds
454,Besuki,ID,2022-08-08 16:26:43,-7.7338,113.6979,78.39,77,90,4.29,overcast clouds
455,Axim,GH,2022-08-08 16:26:43,4.8699,-2.2405,78.21,71,65,9.98,broken clouds
456,Guilin,CN,2022-08-08 16:26:44,25.2819,110.2864,84.31,85,5,0.94,clear sky
457,Varca,IN,2022-08-08 16:26:44,15.2167,73.9167,78.78,87,100,18.97,light rain
458,Olavarria,AR,2022-08-08 16:26:45,-36.8927,-60.3225,44.02,75,100,7.2,overcast clouds
459,College,US,2022-08-08 16:26:45,64.8569,-147.8028,51.75,91,100,4.61,light rain
460,Ayagoz,KZ,2022-08-08 16:26:45,47.9714,80.4392,71.28,30,100,10.67,overcast clouds
461,Walvis Bay,NA,2022-08-08 16:27:46,-22.9575,14.5053,67.15,52,0,8.05,clear sky
462,Halifax,CA,2022-08-08 16:26:58,44.6453,-63.5724,78.69,76,100,5.75,overcast clouds
463,Synya,RU,2022-08-08 16:27:46,65.3718,58.0387,59.95,69,64,2.66,broken clouds
464,Lodja,CD,2022-08-08 16:27:47,-3.4833,23.4333,91.18,24,29,1.61,scattered clouds
465,Uyuni,BO,2022-08-08 16:27:47,-20.4597,-66.825,47.34,8,0,16.93,clear sky
466,Kembe,CF,2022-08-08 16:27:47,4.6228,21.8865,77.4,85,58,3.06,light rain
467,Port Shepstone,ZA,2022-08-08 16:27:48,-30.7414,30.455,65.16,82,59,19.73,light rain
468,Le Port,RE,2022-08-08 16:27:48,-20.9373,55.2919,69.8,81,52,2.62,broken clouds
469,Jacqueville,CI,2022-08-08 16:27:48,5.2052,-4.4146,76.51,76,94,12.59,overcast clouds
470,Iwanai,JP,2022-08-08 16:27:48,42.9744,140.5089,73.99,100,100,6.06,light rain
471,Dumai,ID,2022-08-08 16:27:49,1.6833,101.45,76.26,92,19,1.14,few clouds
472,Conneaut,US,2022-08-08 16:27:49,41.9476,-80.5542,83.08,81,99,15.17,overcast clouds
473,Hersbruck,DE,2022-08-08 16:27:49,49.5125,11.4339,84.74,30,0,5.48,clear sky
474,Rundu,NA,2022-08-08 16:27:50,-17.9333,19.7667,81.12,14,0,5.23,clear sky
475,Tigre,AR,2022-08-08 16:25:08,-34.426,-58.5796,57.34,65,40,16.11,scattered clouds
476,Skelleftea,SE,2022-08-08 16:27:50,64.7507,20.9528,64.76,55,20,6.91,few clouds
477,Kidal,ML,2022-08-08 16:27:51,18.4411,1.4078,104.94,18,37,18.63,scattered clouds
478,Marshall,US,2022-08-08 16:27:51,34.3834,-86.3333,89.38,67,42,2.46,scattered clouds
479,Martapura,ID,2022-08-08 16:27:51,-3.4167,114.85,75.29,83,100,2.3,overcast clouds
480,Diu,IN,2022-08-08 16:27:52,20.7141,70.9822,81.46,89,58,8.25,broken clouds
481,Ucluelet,CA,2022-08-08 16:26:26,48.9329,-125.5528,66.09,80,0,5.55,clear sky
482,Narsaq,GL,2022-08-08 16:27:52,60.9167,-46.05,61.02,63,100,7.29,overcast clouds
483,Tricase,IT,2022-08-08 16:27:53,39.9304,18.3553,90.75,62,0,8.05,clear sky
484,Coos Bay,US,2022-08-08 16:27:53,43.3665,-124.2179,63.0,100,100,8.05,overcast clouds
485,Kvarkeno,RU,2022-08-08 16:27:53,52.0833,59.725,71.08,53,100,7.7,overcast clouds
486,Kamina,CD,2022-08-08 16:27:54,-8.7386,24.9906,80.42,18,40,5.93,scattered clouds
487,Juruti,BR,2022-08-08 16:27:54,-2.1522,-56.0922,93.81,39,74,4.99,broken clouds
488,Donegal,IE,2022-08-08 16:27:55,54.65,-8.1167,64.45,63,89,6.8,overcast clouds
489,Petatlan,MX,2022-08-08 16:27:55,17.5167,-101.2667,80.4,95,100,4.81,overcast clouds
490,Hami,CN,2022-08-08 16:27:55,42.8,93.45,92.55,14,0,11.01,clear sky
491,Vestmannaeyjar,IS,2022-08-08 16:23:29,63.4427,-20.2734,52.79,93,100,25.32,mist
492,Kongoussi,BF,2022-08-08 16:27:56,13.3258,-1.5347,92.01,46,88,4.36,overcast clouds
493,Winsum,NL,2022-08-08 16:27:56,53.33,6.5208,74.97,55,46,11.61,scattered clouds
494,Abha,SA,2022-08-08 16:27:57,18.2164,42.5053,69.62,88,40,8.05,scattered clouds
495,Henties Bay,NA,2022-08-08 16:27:57,-22.116,14.2845,59.32,77,12,10.87,few clouds
496,Poum,NC,2022-08-08 16:27:57,-20.2333,164.0167,72.18,78,65,21.41,broken clouds
497,Yendi,GH,2022-08-08 16:27:58,9.4427,-0.0099,86.16,56,100,7.49,overcast clouds
498,Ofaqim,IL,2022-08-08 16:28:01,31.3141,34.6203,82.71,46,0,13.47,clear sky
499,Murgab,TM,2022-08-08 16:28:01,37.4966,61.9714,85.87,39,0,4.61,clear sky
500,Puksoozero,RU,2022-08-08 16:28:01,62.5903,40.6066,61.65,65,100,4.38,overcast clouds
501,Kisanga,TZ,2022-08-08 16:28:02,-7.4362,37.7034,78.87,47,87,6.13,overcast clouds
502,Alekseyevka,RU,2022-08-08 16:28:02,50.6309,38.6903,80.98,41,5,5.5,clear sky
503,Hokitika,NZ,2022-08-08 16:28:02,-42.7167,170.9667,38.91,67,100,8.12,overcast clouds
504,Murray Bridge,AU,2022-08-08 16:28:03,-35.1167,139.2667,48.34,82,0,3.83,clear sky
505,Bichura,RU,2022-08-08 16:28:03,50.5881,107.6022,56.37,65,69,1.54,broken clouds
506,Ust-Tsilma,RU,2022-08-08 16:28:03,65.441,52.1498,63.28,52,100,2.82,overcast clouds
507,Robinson,US,2022-08-08 16:28:04,31.4677,-97.1147,92.17,53,0,9.22,clear sky
508,Ust-Ilimsk,RU,2022-08-08 16:29:04,58.0006,102.6619,51.15,89,11,3.0,few clouds
509,Tuatapere,NZ,2022-08-08 16:29:05,-46.1333,167.6833,28.31,92,11,4.92,few clouds
510,Mokhsogollokh,RU,2022-08-08 16:29:05,61.4681,128.9203,59.7,73,100,7.65,overcast clouds
511,Aksu,CN,2022-08-08 16:29:05,41.1231,80.2644,81.05,36,44,6.85,scattered clouds
512,Ahipara,NZ,2022-08-08 16:29:06,-35.1667,173.1667,51.17,91,9,3.29,clear sky
513,La Baule-Escoublac,FR,2022-08-08 16:29:06,47.2922,-2.364,87.71,25,0,17.27,clear sky
514,Chicama,PE,2022-08-08 16:29:06,-7.8447,-79.1469,61.34,62,37,8.57,scattered clouds
515,Gainesville,US,2022-08-08 16:28:58,29.6516,-82.3248,91.81,66,20,4.61,few clouds
516,Gouyave,GD,2022-08-08 16:29:07,12.1646,-61.7296,86.77,66,20,19.57,few clouds
517,Dawlatabad,AF,2022-08-08 16:29:07,36.4141,64.9053,88.65,18,0,9.31,clear sky
518,Sawai Madhopur,IN,2022-08-08 16:29:07,25.9833,76.3667,87.48,63,81,7.31,light rain
519,Okha,RU,2022-08-08 16:29:08,53.5739,142.9478,54.45,98,100,18.45,moderate rain
520,Harper,LR,2022-08-08 16:29:08,4.375,-7.7169,76.86,70,86,6.82,overcast clouds
521,Orange Cove,US,2022-08-08 16:29:08,36.6244,-119.3137,85.69,50,40,0.0,scattered clouds
522,Telimele,GN,2022-08-08 16:29:09,10.9167,-13.3333,78.62,85,88,5.88,light rain
523,Guiratinga,BR,2022-08-08 16:29:09,-16.3494,-53.7583,92.17,27,62,6.89,broken clouds
524,Azovo,RU,2022-08-08 16:29:09,54.6997,73.0237,67.75,72,78,8.93,broken clouds
525,Marrakesh,MA,2022-08-08 16:29:10,31.6315,-8.0083,96.87,24,20,8.05,few clouds
